,RT_high,RT_high_1,RT_low,ACC_high,ACC_high_1,ACC_low,prolific_participant_id
0,939.6,873,869.5510204,0.916666667,1,0.994791667,60fed0f8f0e650c3f83c91a3
1,862.5,782.1666667,850.556701,0.916666667,0.916666667,0.9375,591d739a40c1b400019a2905
2,1657.714286,1249,1381.701031,0.916666667,0.833333333,0.947916667,60e0773fd354bb0e662b6771
3,1195.52381,839.25,916.7173913,0.958333333,0.958333333,0.953125,5ff1be724cfb7d137e366235
4,1234,807.5454545,1012.247423,0.875,0.916666667,0.953125,612ebddc643b39a4342de819
5,987.7368421,822.3636364,923.2525253,0.916666667,0.791666667,0.953125,60fc7e0418744056f207c3ca
6,951.7777778,1015.692308,1092.277228,0.875,1,0.96875,60fce012fb6afc3c874918ec
7,793.15,813.9230769,827.03125,0.958333333,0.958333333,0.927083333,608c7fe82e077d3c9c96ccf1
8,1102.222222,1138.785714,1113.758242,0.875,0.958333333,0.921875,6110d75f4cfd0b62e7d2e13c
9,950.2727273,1159.214286,955.6565657,1,0.958333333,0.942708333,610c049b89dac6a90e0d072a
10,863.1052632,918.75,910.64,0.833333333,0.875,0.739583333,613a9700bf01a93d7008c3f7
11,982.95,1130.384615,1074.957447,0.916666667,0.916666667,0.932291667,613b10510ef09634590eada2
12,666.1904762,675.1538462,680.4583333,0.958333333,0.958333333,0.953125,59d793bbcfaf74000161143e
13,679.8,690.8333333,702.8333333,0.958333333,0.833333333,0.9375,61327318da83edb47b6f9525
14,866.8,855,840.1052632,0.958333333,0.833333333,0.901041667,60f2d82a20a376f39feb6912
15,1060.368421,1002.5,991.4408602,0.916666667,1,0.942708333,613a37819b27acb95e432628
16,980.3809524,1064.857143,1049.397959,1,1,0.942708333,60fc5c6a4269d6b01f8744d3
17,731.2857143,672.2857143,712.6020408,1,1,0.96875,6116241c13cf4797256b813c
18,858.5238095,918.75,890.9042553,1,0.958333333,0.958333333,59d5888d21977e0001d630f3
19,921.65,900.3846154,979.0816327,0.916666667,0.916666667,0.942708333,60fc717746b9c8d275ebcce7
20,817.952381,803.2857143,770.6969697,1,1,0.984375,60bd004a31845ac6e7e2c9db
21,698.6875,609.1666667,635.2597403,0.75,0.875,0.776041667,60fd55f559e7795b518f7438
22,745.3809524,761.8571429,745.7070707,1,0.958333333,0.973958333,61154c699e17bf9531221d9f
23,823.9411765,867.8333333,769.5604396,0.833333333,0.833333333,0.84375,5ed8e10d54fe053fbc756c72
24,887.5,979.6666667,813.9484536,0.875,0.916666667,0.984375,60fd1ff675f39e778dc37e73
25,788.7272727,874.2307692,896.6631579,1,0.916666667,0.947916667,60b70dafdb9c3619626ba7a1
26,1121.227273,861.3846154,952.1782178,1,1,0.994791667,60fec5dbe398075bf25e95a6
27,1229.263158,1052.769231,1211.552941,0.833333333,0.916666667,0.833333333,60c4f5dba71deb4261ea8e39
28,1026.388889,901.5,894.1546392,0.833333333,0.958333333,0.953125,6113d593b51f3ba3ecc07a76
29,880.3529412,867.1428571,803.2708333,0.791666667,0.958333333,0.927083333,6124bc2ab4a7042465e1f558
30,689.8947368,705.7857143,688.4183673,0.916666667,0.958333333,0.963541667,60fd276afbe1c81b14fd3611
31,945.5454545,1042.428571,942.91,1,0.958333333,0.989583333,5fd96b1bcffb0b4807be2ed6
32,844.4545455,838.6923077,777.0309278,1,1,0.979166667,60fe18baa4c353a8adaa9bcb
33,802.2,740.7857143,746.66,0.958333333,1,0.989583333,60ebbdd7a4f2acdb9a9769e5
34,730,721.8571429,702.1313131,1,1,0.989583333,60fdf254d7cf63001528e2a9
35,918.7777778,898.5,903.3333333,0.833333333,0.791666667,0.822916667,613ad2dca28edcb436ce5731
37,970.1052632,945.5833333,898.6630435,0.916666667,0.875,0.911458333,60febc18cd038bc135043084
38,1188.619048,831.5,821.2959184,0.958333333,1,0.963541667,60fd201eafb410f32682489c
39,1000.380952,883.3076923,886.0729167,0.958333333,0.916666667,0.947916667,5f8739ae0483431242e11d41
40,1028.333333,913.7692308,1028.11828,1,0.958333333,0.942708333,60fcda61bb9779ae53d24fe4
41,690.0952381,628.0714286,668.2989691,1,1,0.979166667,5e2720de173db496168318c6
42,885.9473684,811,786.556701,0.916666667,0.916666667,0.953125,6126283722c87c2d9e10f679
43,942.2272727,850.6153846,975.2626263,1,0.958333333,0.96875,60f78076ce7f33511c38ebf3
44,1040.75,863.3571429,808.5520833,0.958333333,1,0.953125,5fbc1367373b9307763985c0
45,918.3809524,819.1666667,861.5445545,0.958333333,0.916666667,0.979166667,6039301619f2633730d2a3a5
46,856.6363636,797.0769231,774.2524272,1,0.958333333,0.989583333,60fd043aee7fe3166c9490d3
47,724.25,705.4166667,753.989899,0.958333333,0.916666667,0.973958333,60fcf2d9220a47c4c72bce7d
48,850.6315789,810.0714286,881.29,0.916666667,0.916666667,0.958333333,60d64a858ac8cd7015ae3492
49,876.2380952,828.7142857,899.13,1,0.916666667,0.96875,60f2251cc696183c77b7aa05
50,957.4210526,944,1078.123596,0.916666667,0.833333333,0.890625,60b8db5feb283b86cce8de9f
51,883.047619,985.7142857,902.3939394,1,1,0.984375,6140bea1dc1179e374160d83
52,795.047619,998.4615385,816.2959184,1,0.958333333,0.979166667,6141d61c189d7b0ffbc6477a
53,854.1111111,858.5,813.0510204,0.875,1,0.96875,60087f89ba0c184c6d305af9
54,811,766.9285714,797.3608247,1,0.958333333,0.953125,605732e50afa43bd03cbf035
55,765.7619048,863.7142857,810.8461538,0.958333333,1,0.921875,612505db1b9ee34d76686d2b
57,1055.684211,797.4166667,934.2164948,0.916666667,0.916666667,0.947916667,60fce920666181be9735cd49
58,1070.095238,878.5714286,937.6969697,1,0.958333333,0.979166667,5f6280e896ef951aca58fdc3
59,898.3636364,807.5833333,792.9893617,1,0.958333333,0.953125,60fce0bef64ee00be89e5d0c
0,755.75,846.1538462,717.8556701,0.958333333,0.875,0.958333333,22821
1,729.5,652.9166667,774.1979167,0.958333333,0.958333333,0.963541667,22621
